,source,algorithm,variant,warm_label,metric,count,mean,std,min,max
0,real,Algorytm genetyczny,pref_pref,ciepły start,time_s,930,1.1339646529978606,1.1892477865819642,0.13032659600139596,4.340493381001579
1,real,Algorytm genetyczny,pref_pref,ciepły start,total_cost,930,102.35983382907911,104.67574243172808,11.999999999999995,438.5704074338813
2,real,Algorytm genetyczny,pref_pref,ciepły start,cost_per_node,930,0.4140954898421827,0.12744879015651453,0.09657320872274136,0.6918825947105075
3,real,Algorytm genetyczny,pref_triadic,ciepły start,time_s,744,0.6146347043616085,0.5241184294511704,0.13138250300016807,2.2143408640004054
4,real,Algorytm genetyczny,pref_triadic,ciepły start,total_cost,744,61.30568973998322,50.288132336608435,11.999999999999995,221.40243030736238
5,real,Algorytm genetyczny,pref_triadic,ciepły start,cost_per_node,744,0.4090763856055937,0.11284310335860119,0.14465408805031435,0.6918825947105075
6,real,Algorytm genetyczny,rand_rewire,ciepły start,time_s,930,1.225577653374292,1.2734715848468139,0.1467617060043267,5.026243330998113
7,real,Algorytm genetyczny,rand_rewire,ciepły start,total_cost,930,104.87109917221977,106.83457632256423,11.999999999999995,448.0807719799857
8,real,Algorytm genetyczny,rand_rewire,ciepły start,cost_per_node,930,0.4249534580747602,0.12444599171331525,0.09687499999999996,0.693796367414169
9,real,Algorytm losowy,pref_pref,zimny start,time_s,930,0.0009433554591900032,0.0007266328787740537,0.0002975449988298351,0.004257548000168754
10,real,Algorytm losowy,pref_pref,zimny start,total_cost,930,180.01535121092635,166.9151229127234,24.99999999999999,618.0786275911364
11,real,Algorytm losowy,pref_pref,zimny start,cost_per_node,930,0.7539436288069911,0.16141655661587415,0.21240310077519373,0.9963562823619658
12,real,Algorytm losowy,pref_triadic,zimny start,time_s,744,0.000688431041660721,0.0004551631104702695,0.0002810429996316088,0.0026746300000013434
13,real,Algorytm losowy,pref_triadic,zimny start,total_cost,744,112.20412141545036,81.66900088002258,24.99999999999999,313.37955682630445
14,real,Algorytm losowy,pref_triadic,zimny start,cost_per_node,744,0.771117591020523,0.14188469318414257,0.3081761006289307,1.014176792947343
15,real,Algorytm losowy,rand_rewire,zimny start,time_s,930,0.0009618774170894051,0.0007750061143568896,0.0002784280004561879,0.004907279995677527
16,real,Algorytm losowy,rand_rewire,zimny start,total_cost,930,181.4995080971815,168.27434435947714,24.99999999999999,640.759113652609
17,real,Algorytm losowy,rand_rewire,zimny start,cost_per_node,930,0.7625811732158051,0.16106846668878208,0.22291021671826608,0.9944177814084891
18,real,Algorytm mrówkowy,pref_pref,ciepły start,time_s,899,6.906497809820941,10.134119321144285,0.1815183660000912,37.66614415400181
19,real,Algorytm mrówkowy,pref_pref,ciepły start,total_cost,899,92.99353900489861,88.08590588529358,12.999999999999995,334.99999999999983
20,real,Algorytm mrówkowy,pref_pref,ciepły start,cost_per_node,899,0.417230639411216,0.12846772799760872,0.09147286821705417,0.6709845011244966
21,real,Algorytm mrówkowy,pref_triadic,ciepły start,time_s,744,3.001946694600788,3.6926683603834958,0.19354987199949392,14.838438822000173
22,real,Algorytm mrówkowy,pref_triadic,ciepły start,total_cost,744,62.7992200650234,51.09046137480292,12.999999999999995,216.35882773409577
23,real,Algorytm mrówkowy,pref_triadic,ciepły start,cost_per_node,744,0.4235305872160717,0.12531237039830173,0.13207547169811315,0.67112311262895
24,real,Algorytm mrówkowy,rand_rewire,ciepły start,time_s,899,7.817265000553957,11.51283313501744,0.1937822609979776,42.42043217599712
25,real,Algorytm mrówkowy,rand_rewire,ciepły start,total_cost,899,95.01320584145196,89.32405864741118,12.999999999999995,349.99999999999983
26,real,Algorytm mrówkowy,rand_rewire,ciepły start,cost_per_node,899,0.4304610320664686,0.13128262991419995,0.09218749999999996,0.7046529834235338
27,real,Algorytm zachłanny,pref_pref,zimny start,time_s,930,0.0008349636279206763,0.0006687762252284733,0.0002639039994392078,0.003815387999566156
28,real,Algorytm zachłanny,pref_pref,zimny start,total_cost,930,110.64604671539577,108.62452125115686,14.999999999999993,453.80486061472476
29,real,Algorytm zachłanny,pref_pref,zimny start,cost_per_node,930,0.46370617220895005,0.13925783888465856,0.09968847352024916,0.7420805802053732
30,real,Algorytm zachłanny,pref_triadic,zimny start,time_s,744,0.0005347114018872637,0.0002559464297367922,0.0002572839994172682,0.001451576000363275
31,real,Algorytm zachłanny,pref_triadic,zimny start,total_cost,744,68.23461746869883,53.51005983167901,13.999999999999995,228.31736954967832
32,real,Algorytm zachłanny,pref_triadic,zimny start,cost_per_node,744,0.46786555982246314,0.13382855593778772,0.15094339622641503,0.7422362652121851
33,real,Algorytm zachłanny,rand_rewire,zimny start,time_s,930,0.0008329738764078557,0.0006429535989863471,0.0002693229980650358,0.004345112000009976
34,real,Algorytm zachłanny,rand_rewire,zimny start,total_cost,930,112.9901434972753,110.98120026521076,13.999999999999995,474.14510364546095
35,real,Algorytm zachłanny,rand_rewire,zimny start,cost_per_node,930,0.47556058139190555,0.1429672137285208,0.09999999999999996,0.7623215188549312
36,real,Przeszukiwanie tabu,pref_pref,ciepły start,time_s,930,2.4743527436549098,3.0169807799428017,0.0032208420016104355,13.879585449998558
37,real,Przeszukiwanie tabu,pref_pref,ciepły start,total_cost,930,109.19658050681359,113.4886474528808,11.999999999999995,458.80486061472476
38,real,Przeszukiwanie tabu,pref_pref,ciepły start,cost_per_node,930,0.4216396845077648,0.13975671782097726,0.09843749999999996,0.7326749071636534
39,real,Przeszukiwanie tabu,pref_triadic,ciepły start,time_s,744,1.4695222753158483,1.1833240851325297,0.001916859000630211,5.685914212999705
40,real,Przeszukiwanie tabu,pref_triadic,ciepły start,total_cost,744,64.95320870514267,56.92080430777389,10.999999999999995,232.3173695496783
41,real,Przeszukiwanie tabu,pref_triadic,ciepły start,cost_per_node,744,0.41317708468887376,0.1262663079732437,0.15408805031446535,0.710450671405744
42,real,Przeszukiwanie tabu,rand_rewire,ciepły start,time_s,930,2.5813977638905214,3.1706261938834044,0.007903403995442204,15.570922873004749
43,real,Przeszukiwanie tabu,rand_rewire,ciepły start,total_cost,930,114.56957811647335,118.72520227584242,10.999999999999995,501.80486061472476
44,real,Przeszukiwanie tabu,rand_rewire,ciepły start,cost_per_node,930,0.4445989014871907,0.14603491495961346,0.09843749999999996,0.7626440488850921
45,real,Solver ILP,pref_pref,zimny start,time_s,472,2.3850950306101613,4.776165881419899,0.05211541300013778,39.58420412000123
46,real,Solver ILP,pref_pref,zimny start,total_cost,472,63.78427690481093,69.5855692617741,10.999999999999995,287.29235167977123
47,real,Solver ILP,pref_pref,zimny start,cost_per_node,472,0.37492305676293525,0.07211357702597256,0.2749999999999999,0.5023274464338638
48,real,Solver ILP,pref_triadic,zimny start,time_s,434,1.5249336863548284,2.483516010097998,0.05065682400004334,17.26737666600002
49,real,Solver ILP,pref_triadic,zimny start,total_cost,434,43.33396962280495,38.15143503214424,10.999999999999995,151.76340243030734
50,real,Solver ILP,pref_triadic,zimny start,cost_per_node,434,0.36152811410634705,0.0702752584886006,0.255813953488372,0.5023274464338638
51,real,Solver ILP,rand_rewire,zimny start,time_s,496,2.5530087903084016,4.943754457053952,0.04864000200177543,39.73588435300189
52,real,Solver ILP,rand_rewire,zimny start,total_cost,496,73.53017420277155,82.26567681577593,10.999999999999995,320.20729092208717
53,real,Solver ILP,rand_rewire,zimny start,cost_per_node,496,0.3897908961871963,0.07719530578615844,0.2682926829268292,0.5219248316698876
54,real,Wyżarzanie symulowane,pref_pref,ciepły start,time_s,930,1.0242723270408043,1.0923426497520021,0.1036448439990636,4.130478011000378
55,real,Wyżarzanie symulowane,pref_pref,ciepły start,total_cost,930,114.9926668050143,113.10397295884016,12.999999999999995,458.80486061472476
56,real,Wyżarzanie symulowane,pref_pref,ciepły start,cost_per_node,930,0.46225009313244064,0.13147442701675444,0.09999999999999996,0.7326749071636534
57,real,Wyżarzanie symulowane,pref_triadic,ciepły start,time_s,744,0.5547160992338718,0.5258761127015233,0.09721025199996802,2.1239683879998665
58,real,Wyżarzanie symulowane,pref_triadic,ciepły start,total_cost,744,70.01941671086104,56.66220430652268,11.999999999999995,232.3173695496783
59,real,Wyżarzanie symulowane,pref_triadic,ciepły start,cost_per_node,744,0.45954069565220057,0.11744972450782185,0.1656249999999999,0.710450671405744
60,real,Wyżarzanie symulowane,rand_rewire,ciepły start,time_s,930,1.0718379862558802,1.1312877999122462,0.10058427300100448,4.397044082004868
61,real,Wyżarzanie symulowane,rand_rewire,ciepły start,total_cost,930,122.3002559431852,118.05632236907087,13.999999999999995,501.80486061472476
62,real,Wyżarzanie symulowane,rand_rewire,ciepły start,cost_per_node,930,0.4980778273385874,0.13163964890755264,0.09999999999999996,0.765692829372897
63,real,Zbiór dominujący,pref_pref,zimny start,time_s,930,0.01587493860536802,0.023629949474784903,0.0004790989987668581,0.09104832599950896
64,real,Zbiór dominujący,pref_pref,zimny start,total_cost,930,107.6210618952093,107.4220681558409,12.999999999999995,453.31522516082913
65,real,Zbiór dominujący,pref_pref,zimny start,cost_per_node,930,0.4512176350816935,0.14967753190250868,0.09457364341085266,0.7420805802053732
66,real,Zbiór dominujący,pref_triadic,zimny start,time_s,744,0.004770998654565624,0.005589935824687925,0.0004807190000519767,0.019877777000033348
67,real,Zbiór dominujący,pref_triadic,zimny start,total_cost,744,66.66965843498043,53.012591738845686,12.999999999999995,225.40243030736238
68,real,Zbiór dominujący,pref_triadic,zimny start,cost_per_node,744,0.45741422438600265,0.14218652215965275,0.14150943396226404,0.7643961714813716
69,real,Zbiór dominujący,rand_rewire,zimny start,time_s,930,0.01705506512899451,0.026740493924029076,0.0004520110014709644,0.12599253599910298
70,real,Zbiór dominujący,rand_rewire,zimny start,total_cost,930,108.94509057929241,108.21350217925435,12.999999999999995,473.31522516082913
71,real,Zbiór dominujący,rand_rewire,zimny start,cost_per_node,930,0.4579887359340133,0.14750763507312264,0.10124610591900306,0.7679805303107662
72,synthetic,Algorytm genetyczny,high,ciepły start,time_s,1116,3.269368189809264,3.84648826383724,0.11290976498275997,16.90988651898806
73,synthetic,Algorytm genetyczny,high,ciepły start,total_cost,1116,87.45705393765641,101.25040996497506,4.999999999999998,431.230164403145
74,synthetic,Algorytm genetyczny,high,ciepły start,cost_per_node,1116,0.4292577059517862,0.12088837321201092,0.09687499999999996,0.693796367414169
75,synthetic,Algorytm genetyczny,low,ciepły start,time_s,1116,2.952156944414066,3.5356591340572407,0.16025614300451707,14.650486313003055
76,synthetic,Algorytm genetyczny,low,ciepły start,total_cost,1116,85.24511107524317,99.48359912899565,4.999999999999998,428.8899213724088
77,synthetic,Algorytm genetyczny,low,ciepły start,cost_per_node,1116,0.4298643416344388,0.13654387033172838,0.09636650868878346,0.7223867388270532
78,synthetic,Algorytm genetyczny,med,ciepły start,time_s,1116,3.1130221922258805,3.615147089900735,0.17652097799873445,15.153886326996144
79,synthetic,Algorytm genetyczny,med,ciepły start,total_cost,1116,86.73461971044344,99.08236303912908,4.999999999999998,431.230164403145
80,synthetic,Algorytm genetyczny,med,ciepły start,cost_per_node,1116,0.4254941865710054,0.12163823255067227,0.09597523219814236,0.693796367414169
81,synthetic,Algorytm losowy,high,zimny start,time_s,1116,0.0019275749832282,0.0029789589029047166,0.0002820989902829751,0.01786875000107102
82,synthetic,Algorytm losowy,high,zimny start,total_cost,1116,153.15193584255007,163.34236270560436,11.999999999999995,616.1636883488205
83,synthetic,Algorytm losowy,high,zimny start,cost_per_node,1116,0.7733601178260657,0.1553849843461045,0.21263482280431423,1.025888056686453
84,synthetic,Algorytm losowy,low,zimny start,time_s,1116,0.0019264473529602912,0.0027020017722665045,0.0002976289979415014,0.019773459000134608
85,synthetic,Algorytm losowy,low,zimny start,total_cost,1116,149.46063944804402,160.5100907636638,9.999999999999996,603.568263045032
86,synthetic,Algorytm losowy,low,zimny start,cost_per_node,1116,0.7701933801405771,0.16168142023723758,0.20695102685624,1.0283535858946866
87,synthetic,Algorytm losowy,med,zimny start,time_s,1116,0.00202162538177184,0.0030841511258560797,0.0002928390022134408,0.02249059900350403
88,synthetic,Algorytm losowy,med,zimny start,total_cost,1116,152.2377344544618,160.2392353364353,11.999999999999995,610.398141529664
89,synthetic,Algorytm losowy,med,zimny start,cost_per_node,1116,0.7720480217978187,0.15771271324402153,0.2105263157894735,1.025888056686453
90,synthetic,Algorytm mrówkowy,high,ciepły start,time_s,930,8.243965828041336,10.888368651213641,0.11667570300051013,38.13841766498808
91,synthetic,Algorytm mrówkowy,high,ciepły start,total_cost,930,48.65737047199611,41.86150894514785,4.999999999999998,156.93352394567546
92,synthetic,Algorytm mrówkowy,high,ciepły start,cost_per_node,930,0.4275586057071054,0.12616870439949587,0.09218749999999996,0.6788182034786752
93,synthetic,Algorytm mrówkowy,low,ciepły start,time_s,930,7.2657846857678,9.48847966290178,0.15060463999543572,32.39415192200249
94,synthetic,Algorytm mrówkowy,low,ciepły start,total_cost,930,46.78523830385758,40.12909960596573,4.999999999999998,152.99999999999994
95,synthetic,Algorytm mrówkowy,low,ciepły start,cost_per_node,930,0.42321107809654585,0.14183075400396847,0.08372827804107416,0.7264372510977228
96,synthetic,Algorytm mrówkowy,med,ciepły start,time_s,930,7.890507391470288,10.30913443939783,0.13157836900791153,36.82063895399915
97,synthetic,Algorytm mrówkowy,med,ciepły start,total_cost,930,48.52860799188358,41.69441471568167,4.999999999999998,156.44388849177983
98,synthetic,Algorytm mrówkowy,med,ciepły start,cost_per_node,930,0.42301040445536503,0.1294958983452464,0.08668730650154786,0.6788182034786752
99,synthetic,Algorytm zachłanny,high,zimny start,time_s,1116,0.0015941233162993088,0.0026652853749568393,0.0002720369957387447,0.02071240199438762
100,synthetic,Algorytm zachłanny,high,zimny start,total_cost,1116,94.02049915326101,104.80710740246113,4.999999999999998,443.4002859185132
101,synthetic,Algorytm zachłanny,high,zimny start,cost_per_node,1116,0.48009009924452906,0.13481060972970021,0.09999999999999996,0.7106325947105074
102,synthetic,Algorytm zachłanny,low,zimny start,time_s,1116,0.001650273151361321,0.002558675835617661,0.000277279999863822,0.02217864499834832
103,synthetic,Algorytm zachłanny,low,zimny start,total_cost,1116,92.56083454387542,104.28404215513407,4.999999999999998,435.7197998570407
104,synthetic,Algorytm zachłanny,low,zimny start,cost_per_node,1116,0.47982614629948317,0.14644772938955208,0.09794628751974715,0.7700057864461008
105,synthetic,Algorytm zachłanny,med,zimny start,time_s,1116,0.0018135052222627512,0.0029567182618190596,0.0002804329997161403,0.02672706500743516
106,synthetic,Algorytm zachłanny,med,zimny start,total_cost,1116,93.48638364320647,103.58037094228297,4.999999999999998,438.8899213724088
107,synthetic,Algorytm zachłanny,med,zimny start,cost_per_node,1116,0.4749147476176905,0.1359677714248437,0.09999999999999996,0.7142050318128469
108,synthetic,Przeszukiwanie tabu,high,ciepły start,time_s,1090,6.45424934485484,7.988737153147284,0.03519884799607098,44.91314675199101
109,synthetic,Przeszukiwanie tabu,high,ciepły start,total_cost,1090,92.08916591798858,111.85086632075753,4.999999999999998,485.8048606147247
110,synthetic,Przeszukiwanie tabu,high,ciepły start,cost_per_node,1090,0.44667677309490383,0.13749364900099167,0.09843749999999996,0.7512735136308937
111,synthetic,Przeszukiwanie tabu,low,ciepły start,time_s,1116,6.355552950850259,8.570156785741945,0.0010717740005929954,42.214887396999984
112,synthetic,Przeszukiwanie tabu,low,ciepły start,total_cost,1116,90.85695811908657,108.32453327689605,4.999999999999998,443.80486061472476
113,synthetic,Przeszukiwanie tabu,low,ciepły start,cost_per_node,1116,0.43745386906670497,0.1471932491302158,0.09794628751974715,0.7619047619047615
114,synthetic,Przeszukiwanie tabu,med,ciepły start,time_s,1116,6.941770264064418,9.101652232186169,0.010328215998015366,44.94692161600688
115,synthetic,Przeszukiwanie tabu,med,ciepły start,total_cost,1116,94.18925384491224,110.2140127446437,4.999999999999998,442.80486061472476
116,synthetic,Przeszukiwanie tabu,med,ciepły start,cost_per_node,1116,0.4391908779068384,0.1382525681903279,0.09843749999999996,0.7375154588878674
117,synthetic,Solver ILP,high,zimny start,time_s,610,4.338556681809919,6.900525734234747,0.02614526799879968,40.50563169000088
118,synthetic,Solver ILP,high,zimny start,total_cost,610,43.1764222688337,52.30951139346085,4.999999999999998,239.9999999999999
119,synthetic,Solver ILP,high,zimny start,cost_per_node,610,0.40142968378304533,0.0858987678161786,0.2499999999999999,0.6585060757684059
120,synthetic,Solver ILP,low,zimny start,time_s,626,3.803391212173979,6.922990697871563,0.05052633200102719,39.60053179599345
121,synthetic,Solver ILP,low,zimny start,total_cost,626,46.96388794369323,58.307305231109545,4.999999999999998,282.952108649035
122,synthetic,Solver ILP,low,zimny start,cost_per_node,626,0.4107469552991012,0.11597350048538099,0.2499999999999999,0.7223867388270532
123,synthetic,Solver ILP,med,zimny start,time_s,623,3.8253146307833723,6.025480930037085,0.05281926599855069,44.157940325996606
124,synthetic,Solver ILP,med,zimny start,total_cost,623,49.086144999237,61.95644241206599,4.999999999999998,287.29235167977123
125,synthetic,Solver ILP,med,zimny start,cost_per_node,623,0.3985904038402475,0.08996079712266318,0.2499999999999999,0.6585060757684059
126,synthetic,Wyżarzanie symulowane,high,ciepły start,time_s,1116,2.9956247384843695,3.596032369445235,0.07902584300609306,13.902721354999812
127,synthetic,Wyżarzanie symulowane,high,ciepły start,total_cost,1116,100.47223631318835,113.08220042483697,4.999999999999998,485.8048606147247
128,synthetic,Wyżarzanie symulowane,high,ciepły start,cost_per_node,1116,0.4879011373553394,0.13777056104504637,0.09999999999999996,0.8259146143349145
129,synthetic,Wyżarzanie symulowane,low,ciepły start,time_s,1116,2.6059064398799374,3.182924902950748,0.07780728799843928,13.838922734001244
130,synthetic,Wyżarzanie symulowane,low,ciepły start,total_cost,1116,94.45867311776715,108.56435032612588,4.999999999999998,443.80486061472476
131,synthetic,Wyżarzanie symulowane,low,ciepły start,cost_per_node,1116,0.467212696008049,0.1453954279618056,0.09999999999999996,0.7821573232581095
132,synthetic,Wyżarzanie symulowane,med,ciepły start,time_s,1116,2.7868065058423763,3.338662780730059,0.07279065799957607,13.82505358599883
133,synthetic,Wyżarzanie symulowane,med,ciepły start,total_cost,1116,98.34135237407158,109.86514051562594,4.999999999999998,442.80486061472476
134,synthetic,Wyżarzanie symulowane,med,ciepły start,cost_per_node,1116,0.47975776698030614,0.14003158074074015,0.09999999999999996,0.8259146143349145
135,synthetic,Zbiór dominujący,high,zimny start,time_s,1116,0.04455103993718189,0.07935790121482222,0.0003736429935088381,0.3935885090031661
136,synthetic,Zbiór dominujący,high,zimny start,total_cost,1116,92.0814874167672,103.90618258648053,4.999999999999998,443.4002859185132
137,synthetic,Zbiór dominujący,high,zimny start,cost_per_node,1116,0.4684789493761992,0.14041322813305357,0.09553158705701066,0.7700057864461008
138,synthetic,Zbiór dominujący,low,zimny start,time_s,1116,0.03375954626075307,0.058001420060314286,0.0003966529984609224,0.2711027320001449
139,synthetic,Zbiór dominujący,low,zimny start,total_cost,1116,88.97201470072066,101.6036970507775,4.999999999999998,435.145103645461
140,synthetic,Zbiór dominujący,low,zimny start,cost_per_node,1116,0.46298013396328397,0.15308417748710135,0.09478672985781986,0.7700057864461008
141,synthetic,Zbiór dominujący,med,zimny start,time_s,1116,0.0395041748305757,0.06720967059263835,0.0004002239875262603,0.35075678800058085
142,synthetic,Zbiór dominujący,med,zimny start,total_cost,1116,90.98545299894188,101.09125904541652,4.999999999999998,438.06004288777694
143,synthetic,Zbiór dominujący,med,zimny start,cost_per_node,1116,0.46716416923610243,0.14329254136403097,0.09752321981424136,0.7287505450883605
